dimension_id,domain_id,axis_code,applicability,applicability_reason,allowed_values_json,sort_order
DOM-20-DIM-03,DOM-20,occasion,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""은퇴 전"",""은퇴 직후"",""건강 변화"",""돌봄 전환""]",3
DOM-20-DIM-04,DOM-20,location,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",4
DOM-20-DIM-05,DOM-20,frequency_intensity,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",5
DOM-20-DIM-06,DOM-20,discovery,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",6
DOM-20-DIM-07,DOM-20,acquisition_access,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",7
DOM-20-DIM-08,DOM-20,consumption_mode,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""본인 주도"",""부부 공동"",""자녀 지원"",""전문가 위임""]",8
DOM-20-DIM-09,DOM-20,device_channel_platform,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",9
DOM-20-DIM-10,DOM-20,payment_monetization,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""공적 급여"",""개인 자산"",""보험"",""가족 분담""]",10
DOM-20-DIM-11,DOM-20,decision_unit,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",11
DOM-20-DIM-12,DOM-20,engagement_participation,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",12
DOM-20-DIM-13,DOM-20,motivation_job,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""자립"",""안정"",""관계 유지"",""존엄한 돌봄""]",13
DOM-20-DIM-14,DOM-20,barrier_risk_trust,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""디지털 접근"",""소득 불안"",""서비스 신뢰"",""가족 조율""]",14
DOM-20-DIM-15,DOM-20,loyalty_switching,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",15
DOM-20-DIM-16,DOM-20,spending_value,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",16
DOM-21-DIM-01,DOM-21,object,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""스마트폰"",""PC·태블릿"",""웨어러블·스마트홈"",""생성형 AI""]",1
DOM-21-DIM-02,DOM-21,format,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""일상 도구"",""업무 도구"",""창작 도구"",""자동화""]",2
DOM-21-DIM-03,DOM-21,occasion,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""업무"",""학습"",""생활 관리"",""여가·창작""]",3
DOM-21-DIM-04,DOM-21,location,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",4
DOM-21-DIM-05,DOM-21,frequency_intensity,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",5
DOM-21-DIM-06,DOM-21,discovery,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",6
DOM-21-DIM-07,DOM-21,acquisition_access,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",7
DOM-21-DIM-08,DOM-21,consumption_mode,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""수동 사용"",""추천 활용"",""대화형 보조"",""자동 실행""]",8
DOM-21-DIM-09,DOM-21,device_channel_platform,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",9
DOM-21-DIM-10,DOM-21,payment_monetization,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""기기 구매"",""소프트웨어 구독"",""무료 서비스"",""기업 제공""]",10
DOM-21-DIM-11,DOM-21,decision_unit,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",11
DOM-21-DIM-12,DOM-21,engagement_participation,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",12
DOM-21-DIM-13,DOM-21,motivation_job,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""생산성"",""편의"",""창작"",""새 기술 탐색""]",13
DOM-21-DIM-14,DOM-21,barrier_risk_trust,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인정보"",""정확성"",""학습 부담"",""기기·구독 비용""]",14
DOM-21-DIM-15,DOM-21,loyalty_switching,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",15
DOM-21-DIM-16,DOM-21,spending_value,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",16
DOM-22-DIM-01,DOM-22,object,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""친구 네트워크"",""관심 커뮤니티"",""크리에이터 콘텐츠"",""직접 제작""]",1
DOM-22-DIM-02,DOM-22,format,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""피드"",""숏폼"",""라이브"",""게시물·뉴스레터""]",2
DOM-22-DIM-03,DOM-22,occasion,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""틈새 시간"",""정보 탐색"",""관계 유지"",""창작·홍보""]",3
DOM-22-DIM-04,DOM-22,location,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",4
DOM-22-DIM-05,DOM-22,frequency_intensity,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",5
DOM-22-DIM-06,DOM-22,discovery,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",6
DOM-22-DIM-07,DOM-22,acquisition_access,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",7
DOM-22-DIM-08,DOM-22,consumption_mode,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""수동 열람"",""댓글·공유"",""커뮤니티 참여"",""제작·수익화""]",8
DOM-22-DIM-09,DOM-22,device_channel_platform,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",9
DOM-22-DIM-10,DOM-22,payment_monetization,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무료·광고형"",""구독·멤버십"",""후원"",""브랜드 협업""]",10
DOM-22-DIM-11,DOM-22,decision_unit,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",11
DOM-22-DIM-12,DOM-22,engagement_participation,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",12
DOM-22-DIM-13,DOM-22,motivation_job,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""관계"",""정보 발견"",""자기표현"",""인정·수익""]",13
DOM-22-DIM-14,DOM-22,barrier_risk_trust,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""피로·중독"",""허위정보"",""괴롭힘"",""개인정보""]",14
DOM-22-DIM-15,DOM-22,loyalty_switching,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",15
DOM-22-DIM-16,DOM-22,spending_value,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",16
DOM-23-DIM-01,DOM-23,object,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""구직·이직"",""직무 수행"",""전문성 개발"",""네트워킹""]",1
DOM-23-DIM-02,DOM-23,format,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""채용 플랫폼"",""업무 도구"",""교육·자격"",""행사·커뮤니티""]",2
DOM-23-DIM-03,DOM-23,occasion,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""취업 전환"",""성과 주기"",""프로젝트"",""승진·전직""]",3
DOM-23-DIM-04,DOM-23,location,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",4
DOM-23-DIM-05,DOM-23,frequency_intensity,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",5
DOM-23-DIM-06,DOM-23,discovery,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",6
DOM-23-DIM-07,DOM-23,acquisition_access,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",7
DOM-23-DIM-08,DOM-23,consumption_mode,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인 탐색"",""조직 지원"",""멘토링"",""전문가 협업""]",8
DOM-23-DIM-09,DOM-23,device_channel_platform,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",9
DOM-23-DIM-10,DOM-23,payment_monetization,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무료"",""개인 결제"",""회사 지원"",""성과 연계""]",10
DOM-23-DIM-11,DOM-23,decision_unit,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",11
DOM-23-DIM-12,DOM-23,engagement_participation,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",12
DOM-23-DIM-13,DOM-23,motivation_job,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""성장"",""안정"",""의미"",""보상""]",13
DOM-23-DIM-14,DOM-23,barrier_risk_trust,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""시간 부족"",""정보 비대칭"",""비용"",""차별·프라이버시""]",14
DOM-23-DIM-15,DOM-23,loyalty_switching,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",15
DOM-23-DIM-16,DOM-23,spending_value,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",16
DOM-24-DIM-01,DOM-24,object,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""매장 운영"",""온라인 존재"",""주문·결제"",""고객 관리""]",1
DOM-24-DIM-02,DOM-24,format,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""오프라인 수기"",""플랫폼 입점"",""자체 웹·예약"",""운영 자동화""]",2
DOM-24-DIM-03,DOM-24,occasion,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""창업"",""일상 영업"",""매출 부진"",""승계·전환""]",3
DOM-24-DIM-04,DOM-24,location,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",4
DOM-24-DIM-05,DOM-24,frequency_intensity,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",5
DOM-24-DIM-06,DOM-24,discovery,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",6
DOM-24-DIM-07,DOM-24,acquisition_access,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",7
DOM-24-DIM-08,DOM-24,consumption_mode,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""대표자 직접"",""가족 지원"",""직원 담당"",""외부 대행""]",8
DOM-24-DIM-09,DOM-24,device_channel_platform,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",9
DOM-24-DIM-10,DOM-24,payment_monetization,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무료 도구"",""건별 수수료"",""월 구독"",""구축 프로젝트""]",10
DOM-24-DIM-11,DOM-24,decision_unit,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",11
DOM-24-DIM-12,DOM-24,engagement_participation,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",12
DOM-24-DIM-13,DOM-24,motivation_job,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""신규 고객"",""운영 효율"",""매출 안정"",""승계 가능성""]",13
DOM-24-DIM-14,DOM-24,barrier_risk_trust,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""디지털 학습 부담"",""수수료·비용"",""플랫폼 종속"",""개인·사업정보 보안""]",14
DOM-24-DIM-15,DOM-24,loyalty_switching,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",15
DOM-24-DIM-16,DOM-24,spending_value,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",16
