domain_feature_id,domain_id,dimension_id,feature_code,label_ko,data_type,allowed_values_json,observable_status,targetability_class,queryable
DOM-13-FEAT-08,DOM-13,DOM-13-DIM-08,pets.consumption_mode,반려동물 consumption_mode,category,"[""가족 공동 돌봄"",""주양육자 중심"",""전문가 위탁"",""정보 공유""]",observable_or_declared,proxy_targetable,true
DOM-13-FEAT-09,DOM-13,DOM-13-DIM-09,pets.device_channel_platform,반려동물 device_channel_platform,category,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",observable_or_declared,proxy_targetable,true
DOM-13-FEAT-10,DOM-13,DOM-13-DIM-10,pets.payment_monetization,반려동물 payment_monetization,category,"[""일상 구매"",""정기배송"",""보험·적립"",""고액 진료""]",observable_or_declared,proxy_targetable,true
DOM-13-FEAT-11,DOM-13,DOM-13-DIM-11,pets.decision_unit,반려동물 decision_unit,category,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",observable_or_declared,proxy_targetable,true
DOM-13-FEAT-12,DOM-13,DOM-13-DIM-12,pets.engagement_participation,반려동물 engagement_participation,category,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",observable_or_declared,proxy_targetable,true
DOM-13-FEAT-13,DOM-13,DOM-13-DIM-13,pets.motivation_job,반려동물 motivation_job,category,"[""동반자 관계"",""건강 보호"",""양육 편의"",""즐거운 활동""]",inferred_hypothesis,contextual_only,true
DOM-13-FEAT-14,DOM-13,DOM-13-DIM-14,pets.barrier_risk_trust,반려동물 barrier_risk_trust,category,"[""진료비 부담"",""품질 신뢰"",""돌봄 공백"",""이동 제약""]",inferred_hypothesis,contextual_only,true
DOM-13-FEAT-15,DOM-13,DOM-13-DIM-15,pets.loyalty_switching,반려동물 loyalty_switching,category,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",observable_or_declared,proxy_targetable,true
DOM-13-FEAT-16,DOM-13,DOM-13-DIM-16,pets.spending_value,반려동물 spending_value,category,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",observable_or_declared,proxy_targetable,true
DOM-13-FEAT-17,DOM-13,,pets.recency,반려동물 최근 이용 시점,category,"[""7일 이내"",""30일 이내"",""12개월 이내"",""12개월 초과""]",derived,contextual_only,true
DOM-13-FEAT-18,DOM-13,,pets.lifecycle_stage,반려동물 도메인 생애주기,category,"[""잠재"",""신규"",""활성"",""휴면·이탈""]",derived,contextual_only,true
DOM-13-FEAT-19,DOM-13,,pets.need_state,반려동물 미충족 필요 상태,category,"[""충족"",""부분 충족"",""대안 탐색"",""접근 불가""]",derived,contextual_only,true
DOM-13-FEAT-20,DOM-13,,pets.evidence_strength,반려동물 근거 강도,category,"[""직접 관측"",""공식 사전분포"",""합성 프록시"",""탐색적 가설""]",derived,contextual_only,true
DOM-14-FEAT-01,DOM-14,DOM-14-DIM-01,housing_home_services.object,주거·홈서비스 object,category,"[""이사"",""청소·정리"",""수리·설비"",""인테리어·가구""]",observable_or_declared,proxy_targetable,true
DOM-14-FEAT-02,DOM-14,DOM-14-DIM-02,housing_home_services.format,주거·홈서비스 format,category,"[""직접 수행"",""단건 전문가"",""정기 서비스"",""통합 공사""]",observable_or_declared,proxy_targetable,true
DOM-14-FEAT-03,DOM-14,DOM-14-DIM-03,housing_home_services.occasion,주거·홈서비스 occasion,category,"[""입주·이사"",""고장 발생"",""계절 관리"",""가족 변화""]",observable_or_declared,proxy_targetable,true
DOM-14-FEAT-04,DOM-14,DOM-14-DIM-04,housing_home_services.location,주거·홈서비스 location,category,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",observable_or_declared,proxy_targetable,true
DOM-14-FEAT-05,DOM-14,DOM-14-DIM-05,housing_home_services.frequency_intensity,주거·홈서비스 frequency_intensity,category,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",observable_or_declared,proxy_targetable,true
DOM-14-FEAT-06,DOM-14,DOM-14-DIM-06,housing_home_services.discovery,주거·홈서비스 discovery,category,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",observable_or_declared,proxy_targetable,true
DOM-14-FEAT-07,DOM-14,DOM-14-DIM-07,housing_home_services.acquisition_access,주거·홈서비스 acquisition_access,category,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",observable_or_declared,proxy_targetable,true
DOM-14-FEAT-08,DOM-14,DOM-14-DIM-08,housing_home_services.consumption_mode,주거·홈서비스 consumption_mode,category,"[""견적 비교"",""신뢰업체 반복"",""플랫폼 중개"",""지인 추천""]",observable_or_declared,proxy_targetable,true
DOM-14-FEAT-09,DOM-14,DOM-14-DIM-09,housing_home_services.device_channel_platform,주거·홈서비스 device_channel_platform,category,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",observable_or_declared,proxy_targetable,true
DOM-14-FEAT-10,DOM-14,DOM-14-DIM-10,housing_home_services.payment_monetization,주거·홈서비스 payment_monetization,category,"[""건별 결제"",""계약금·잔금"",""정기 결제"",""보험·보증 연계""]",observable_or_declared,proxy_targetable,true
DOM-14-FEAT-11,DOM-14,DOM-14-DIM-11,housing_home_services.decision_unit,주거·홈서비스 decision_unit,category,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",observable_or_declared,proxy_targetable,true
DOM-14-FEAT-12,DOM-14,DOM-14-DIM-12,housing_home_services.engagement_participation,주거·홈서비스 engagement_participation,category,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",observable_or_declared,proxy_targetable,true
DOM-14-FEAT-13,DOM-14,DOM-14-DIM-13,housing_home_services.motivation_job,주거·홈서비스 motivation_job,category,"[""안전"",""편의"",""공간 개선"",""자산 가치""]",inferred_hypothesis,contextual_only,true
DOM-14-FEAT-14,DOM-14,DOM-14-DIM-14,housing_home_services.barrier_risk_trust,주거·홈서비스 barrier_risk_trust,category,"[""업체 신뢰"",""가격 불투명"",""공사 지연"",""개인정보·출입 우려""]",inferred_hypothesis,contextual_only,true
DOM-14-FEAT-15,DOM-14,DOM-14-DIM-15,housing_home_services.loyalty_switching,주거·홈서비스 loyalty_switching,category,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",observable_or_declared,proxy_targetable,true
DOM-14-FEAT-16,DOM-14,DOM-14-DIM-16,housing_home_services.spending_value,주거·홈서비스 spending_value,category,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",observable_or_declared,proxy_targetable,true
DOM-14-FEAT-17,DOM-14,,housing_home_services.recency,주거·홈서비스 최근 이용 시점,category,"[""7일 이내"",""30일 이내"",""12개월 이내"",""12개월 초과""]",derived,contextual_only,true
DOM-14-FEAT-18,DOM-14,,housing_home_services.lifecycle_stage,주거·홈서비스 도메인 생애주기,category,"[""잠재"",""신규"",""활성"",""휴면·이탈""]",derived,contextual_only,true
DOM-14-FEAT-19,DOM-14,,housing_home_services.need_state,주거·홈서비스 미충족 필요 상태,category,"[""충족"",""부분 충족"",""대안 탐색"",""접근 불가""]",derived,contextual_only,true
DOM-14-FEAT-20,DOM-14,,housing_home_services.evidence_strength,주거·홈서비스 근거 강도,category,"[""직접 관측"",""공식 사전분포"",""합성 프록시"",""탐색적 가설""]",derived,contextual_only,true
DOM-15-FEAT-01,DOM-15,DOM-15-DIM-01,mobility_automotive.object,모빌리티·자동차 object,category,"[""대중교통"",""승용차"",""택시·호출"",""자전거·퍼스널모빌리티""]",observable_or_declared,proxy_targetable,true
DOM-15-FEAT-02,DOM-15,DOM-15-DIM-02,mobility_automotive.format,모빌리티·자동차 format,category,"[""일상 통근"",""단거리 이동"",""장거리 운전"",""공유·대여""]",observable_or_declared,proxy_targetable,true
DOM-15-FEAT-03,DOM-15,DOM-15-DIM-03,mobility_automotive.occasion,모빌리티·자동차 occasion,category,"[""출퇴근"",""장보기·돌봄"",""주말 이동"",""여행""]",observable_or_declared,proxy_targetable,true
DOM-15-FEAT-04,DOM-15,DOM-15-DIM-04,mobility_automotive.location,모빌리티·자동차 location,category,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",observable_or_declared,proxy_targetable,true
DOM-15-FEAT-05,DOM-15,DOM-15-DIM-05,mobility_automotive.frequency_intensity,모빌리티·자동차 frequency_intensity,category,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",observable_or_declared,proxy_targetable,true
DOM-15-FEAT-06,DOM-15,DOM-15-DIM-06,mobility_automotive.discovery,모빌리티·자동차 discovery,category,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",observable_or_declared,proxy_targetable,true
DOM-15-FEAT-07,DOM-15,DOM-15-DIM-07,mobility_automotive.acquisition_access,모빌리티·자동차 acquisition_access,category,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",observable_or_declared,proxy_targetable,true
DOM-15-FEAT-08,DOM-15,DOM-15-DIM-08,mobility_automotive.consumption_mode,모빌리티·자동차 consumption_mode,category,"[""직접 운전"",""환승"",""호출"",""공유""]",observable_or_declared,proxy_targetable,true
DOM-15-FEAT-09,DOM-15,DOM-15-DIM-09,mobility_automotive.device_channel_platform,모빌리티·자동차 device_channel_platform,category,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",observable_or_declared,proxy_targetable,true
DOM-15-FEAT-10,DOM-15,DOM-15-DIM-10,mobility_automotive.payment_monetization,모빌리티·자동차 payment_monetization,category,"[""교통카드"",""유류·충전"",""월 구독·리스"",""건별 호출""]",observable_or_declared,proxy_targetable,true
DOM-15-FEAT-11,DOM-15,DOM-15-DIM-11,mobility_automotive.decision_unit,모빌리티·자동차 decision_unit,category,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",observable_or_declared,proxy_targetable,true
DOM-15-FEAT-12,DOM-15,DOM-15-DIM-12,mobility_automotive.engagement_participation,모빌리티·자동차 engagement_participation,category,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",observable_or_declared,proxy_targetable,true
DOM-15-FEAT-13,DOM-15,DOM-15-DIM-13,mobility_automotive.motivation_job,모빌리티·자동차 motivation_job,category,"[""시간 절약"",""비용 절감"",""접근성"",""친환경""]",inferred_hypothesis,contextual_only,true
DOM-15-FEAT-14,DOM-15,DOM-15-DIM-14,mobility_automotive.barrier_risk_trust,모빌리티·자동차 barrier_risk_trust,category,"[""교통비"",""안전"",""주차·충전"",""배차·환승 불확실""]",inferred_hypothesis,contextual_only,true
DOM-15-FEAT-15,DOM-15,DOM-15-DIM-15,mobility_automotive.loyalty_switching,모빌리티·자동차 loyalty_switching,category,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",observable_or_declared,proxy_targetable,true
DOM-15-FEAT-16,DOM-15,DOM-15-DIM-16,mobility_automotive.spending_value,모빌리티·자동차 spending_value,category,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",observable_or_declared,proxy_targetable,true
DOM-15-FEAT-17,DOM-15,,mobility_automotive.recency,모빌리티·자동차 최근 이용 시점,category,"[""7일 이내"",""30일 이내"",""12개월 이내"",""12개월 초과""]",derived,contextual_only,true
DOM-15-FEAT-18,DOM-15,,mobility_automotive.lifecycle_stage,모빌리티·자동차 도메인 생애주기,category,"[""잠재"",""신규"",""활성"",""휴면·이탈""]",derived,contextual_only,true
DOM-15-FEAT-19,DOM-15,,mobility_automotive.need_state,모빌리티·자동차 미충족 필요 상태,category,"[""충족"",""부분 충족"",""대안 탐색"",""접근 불가""]",derived,contextual_only,true
DOM-15-FEAT-20,DOM-15,,mobility_automotive.evidence_strength,모빌리티·자동차 근거 강도,category,"[""직접 관측"",""공식 사전분포"",""합성 프록시"",""탐색적 가설""]",derived,contextual_only,true
DOM-16-FEAT-01,DOM-16,DOM-16-DIM-01,education_learning.object,교육·학습 object,category,"[""학교교육"",""직무·자격 학습"",""언어 학습"",""취미·교양 학습""]",observable_or_declared,contextual_only,true
DOM-16-FEAT-02,DOM-16,DOM-16-DIM-02,education_learning.format,교육·학습 format,category,"[""교실 수업"",""온라인 강의"",""개별 지도"",""자율 학습""]",observable_or_declared,contextual_only,true
DOM-16-FEAT-03,DOM-16,DOM-16-DIM-03,education_learning.occasion,교육·학습 occasion,category,"[""정규 학기"",""시험 준비"",""전직 준비"",""방학·여가""]",observable_or_declared,contextual_only,true
DOM-16-FEAT-04,DOM-16,DOM-16-DIM-04,education_learning.location,교육·학습 location,category,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",observable_or_declared,contextual_only,true
DOM-16-FEAT-05,DOM-16,DOM-16-DIM-05,education_learning.frequency_intensity,교육·학습 frequency_intensity,category,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",observable_or_declared,contextual_only,true
DOM-16-FEAT-06,DOM-16,DOM-16-DIM-06,education_learning.discovery,교육·학습 discovery,category,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",observable_or_declared,contextual_only,true
DOM-16-FEAT-07,DOM-16,DOM-16-DIM-07,education_learning.acquisition_access,교육·학습 acquisition_access,category,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",observable_or_declared,contextual_only,true
DOM-16-FEAT-08,DOM-16,DOM-16-DIM-08,education_learning.consumption_mode,교육·학습 consumption_mode,category,"[""학습자 주도"",""교사 지도"",""부모 지원"",""동료 학습""]",observable_or_declared,contextual_only,true
DOM-16-FEAT-09,DOM-16,DOM-16-DIM-09,education_learning.device_channel_platform,교육·학습 device_channel_platform,category,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",observable_or_declared,contextual_only,true
DOM-16-FEAT-10,DOM-16,DOM-16-DIM-10,education_learning.payment_monetization,교육·학습 payment_monetization,category,"[""공교육·무료"",""월 수강료"",""단과 구매"",""기업·정부 지원""]",observable_or_declared,contextual_only,true
DOM-16-FEAT-11,DOM-16,DOM-16-DIM-11,education_learning.decision_unit,교육·학습 decision_unit,category,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",observable_or_declared,first_party_data_required,true
DOM-16-FEAT-12,DOM-16,DOM-16-DIM-12,education_learning.engagement_participation,교육·학습 engagement_participation,category,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",observable_or_declared,first_party_data_required,true
DOM-16-FEAT-13,DOM-16,DOM-16-DIM-13,education_learning.motivation_job,교육·학습 motivation_job,category,"[""성취"",""진학·경력"",""자기효능"",""사회 참여""]",inferred_hypothesis,contextual_only,true
DOM-16-FEAT-14,DOM-16,DOM-16-DIM-14,education_learning.barrier_risk_trust,교육·학습 barrier_risk_trust,category,"[""비용"",""시간"",""학습 품질"",""중도 이탈""]",inferred_hypothesis,contextual_only,true
DOM-16-FEAT-15,DOM-16,DOM-16-DIM-15,education_learning.loyalty_switching,교육·학습 loyalty_switching,category,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",observable_or_declared,contextual_only,true
DOM-16-FEAT-16,DOM-16,DOM-16-DIM-16,education_learning.spending_value,교육·학습 spending_value,category,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",observable_or_declared,contextual_only,true
DOM-16-FEAT-17,DOM-16,,education_learning.recency,교육·학습 최근 이용 시점,category,"[""7일 이내"",""30일 이내"",""12개월 이내"",""12개월 초과""]",derived,contextual_only,true
DOM-16-FEAT-18,DOM-16,,education_learning.lifecycle_stage,교육·학습 도메인 생애주기,category,"[""잠재"",""신규"",""활성"",""휴면·이탈""]",derived,contextual_only,true
DOM-16-FEAT-19,DOM-16,,education_learning.need_state,교육·학습 미충족 필요 상태,category,"[""충족"",""부분 충족"",""대안 탐색"",""접근 불가""]",derived,contextual_only,true
DOM-16-FEAT-20,DOM-16,,education_learning.evidence_strength,교육·학습 근거 강도,category,"[""직접 관측"",""공식 사전분포"",""합성 프록시"",""탐색적 가설""]",derived,contextual_only,true
DOM-17-FEAT-01,DOM-17,DOM-17-DIM-01,parenting_childcare.object,양육·보육 object,category,"[""보육"",""생활 돌봄"",""놀이·발달"",""교육 의사결정""]",observable_or_declared,contextual_only,true
DOM-17-FEAT-02,DOM-17,DOM-17-DIM-02,parenting_childcare.format,양육·보육 format,category,"[""가정 돌봄"",""공공기관"",""민간 서비스"",""가족 분담""]",observable_or_declared,contextual_only,true
DOM-17-FEAT-03,DOM-17,DOM-17-DIM-03,parenting_childcare.occasion,양육·보육 occasion,category,"[""평일 일과"",""등하원"",""방학"",""긴급 돌봄""]",observable_or_declared,contextual_only,true
DOM-17-FEAT-04,DOM-17,DOM-17-DIM-04,parenting_childcare.location,양육·보육 location,category,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",observable_or_declared,contextual_only,true
DOM-17-FEAT-05,DOM-17,DOM-17-DIM-05,parenting_childcare.frequency_intensity,양육·보육 frequency_intensity,category,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",observable_or_declared,contextual_only,true
DOM-17-FEAT-06,DOM-17,DOM-17-DIM-06,parenting_childcare.discovery,양육·보육 discovery,category,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",observable_or_declared,contextual_only,true
DOM-17-FEAT-07,DOM-17,DOM-17-DIM-07,parenting_childcare.acquisition_access,양육·보육 acquisition_access,category,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",observable_or_declared,contextual_only,true
DOM-17-FEAT-08,DOM-17,DOM-17-DIM-08,parenting_childcare.consumption_mode,양육·보육 consumption_mode,category,"[""보호자 직접"",""기관 위탁"",""가족 지원"",""공동육아""]",observable_or_declared,contextual_only,true
DOM-17-FEAT-09,DOM-17,DOM-17-DIM-09,parenting_childcare.device_channel_platform,양육·보육 device_channel_platform,category,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",observable_or_declared,contextual_only,true
DOM-17-FEAT-10,DOM-17,DOM-17-DIM-10,parenting_childcare.payment_monetization,양육·보육 payment_monetization,category,"[""공공 지원"",""월 이용료"",""건별 돌봄"",""교육·용품 구매""]",observable_or_declared,contextual_only,true
DOM-17-FEAT-11,DOM-17,DOM-17-DIM-11,parenting_childcare.decision_unit,양육·보육 decision_unit,category,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",observable_or_declared,first_party_data_required,true
DOM-17-FEAT-12,DOM-17,DOM-17-DIM-12,parenting_childcare.engagement_participation,양육·보육 engagement_participation,category,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",observable_or_declared,first_party_data_required,true
DOM-17-FEAT-13,DOM-17,DOM-17-DIM-13,parenting_childcare.motivation_job,양육·보육 motivation_job,category,"[""안전"",""발달 지원"",""일·가정 양립"",""부모 부담 완화""]",inferred_hypothesis,contextual_only,true
DOM-17-FEAT-14,DOM-17,DOM-17-DIM-14,parenting_childcare.barrier_risk_trust,양육·보육 barrier_risk_trust,category,"[""안전 신뢰"",""비용"",""대기·공급 부족"",""정보 비대칭""]",inferred_hypothesis,contextual_only,true
DOM-17-FEAT-15,DOM-17,DOM-17-DIM-15,parenting_childcare.loyalty_switching,양육·보육 loyalty_switching,category,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",observable_or_declared,contextual_only,true
DOM-17-FEAT-16,DOM-17,DOM-17-DIM-16,parenting_childcare.spending_value,양육·보육 spending_value,category,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",observable_or_declared,contextual_only,true
DOM-17-FEAT-17,DOM-17,,parenting_childcare.recency,양육·보육 최근 이용 시점,category,"[""7일 이내"",""30일 이내"",""12개월 이내"",""12개월 초과""]",derived,contextual_only,true
DOM-17-FEAT-18,DOM-17,,parenting_childcare.lifecycle_stage,양육·보육 도메인 생애주기,category,"[""잠재"",""신규"",""활성"",""휴면·이탈""]",derived,contextual_only,true
DOM-17-FEAT-19,DOM-17,,parenting_childcare.need_state,양육·보육 미충족 필요 상태,category,"[""충족"",""부분 충족"",""대안 탐색"",""접근 불가""]",derived,contextual_only,true
DOM-17-FEAT-20,DOM-17,,parenting_childcare.evidence_strength,양육·보육 근거 강도,category,"[""직접 관측"",""공식 사전분포"",""합성 프록시"",""탐색적 가설""]",derived,contextual_only,true
DOM-18-FEAT-01,DOM-18,DOM-18-DIM-01,health_wellness_care.object,건강·웰니스·돌봄 object,category,"[""예방 건강"",""만성 관리"",""정신 웰니스"",""가족 돌봄""]",observable_or_declared,proxy_targetable,true
DOM-18-FEAT-02,DOM-18,DOM-18-DIM-02,health_wellness_care.format,건강·웰니스·돌봄 format,category,"[""자가 관리"",""의료기관"",""디지털 모니터링"",""방문·재가 돌봄""]",observable_or_declared,proxy_targetable,true
DOM-18-FEAT-03,DOM-18,DOM-18-DIM-03,health_wellness_care.occasion,건강·웰니스·돌봄 occasion,category,"[""정기 관리"",""증상 발생"",""회복기"",""돌봄 공백""]",observable_or_declared,proxy_targetable,true
DOM-18-FEAT-04,DOM-18,DOM-18-DIM-04,health_wellness_care.location,건강·웰니스·돌봄 location,category,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",observable_or_declared,proxy_targetable,true
DOM-18-FEAT-05,DOM-18,DOM-18-DIM-05,health_wellness_care.frequency_intensity,건강·웰니스·돌봄 frequency_intensity,category,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",observable_or_declared,proxy_targetable,true
DOM-18-FEAT-06,DOM-18,DOM-18-DIM-06,health_wellness_care.discovery,건강·웰니스·돌봄 discovery,category,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",observable_or_declared,proxy_targetable,true
DOM-18-FEAT-07,DOM-18,DOM-18-DIM-07,health_wellness_care.acquisition_access,건강·웰니스·돌봄 acquisition_access,category,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",observable_or_declared,proxy_targetable,true
DOM-18-FEAT-08,DOM-18,DOM-18-DIM-08,health_wellness_care.consumption_mode,건강·웰니스·돌봄 consumption_mode,category,"[""개인 결정"",""가족 공동결정"",""전문가 지도"",""보호자 대리""]",observable_or_declared,proxy_targetable,true
DOM-18-FEAT-09,DOM-18,DOM-18-DIM-09,health_wellness_care.device_channel_platform,건강·웰니스·돌봄 device_channel_platform,category,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",observable_or_declared,proxy_targetable,true
DOM-18-FEAT-10,DOM-18,DOM-18-DIM-10,health_wellness_care.payment_monetization,건강·웰니스·돌봄 payment_monetization,category,"[""건강보험"",""본인부담"",""민간보험"",""구독·프로그램""]",observable_or_declared,proxy_targetable,true
DOM-18-FEAT-11,DOM-18,DOM-18-DIM-11,health_wellness_care.decision_unit,건강·웰니스·돌봄 decision_unit,category,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",observable_or_declared,proxy_targetable,true
DOM-18-FEAT-12,DOM-18,DOM-18-DIM-12,health_wellness_care.engagement_participation,건강·웰니스·돌봄 engagement_participation,category,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",observable_or_declared,proxy_targetable,true
DOM-18-FEAT-13,DOM-18,DOM-18-DIM-13,health_wellness_care.motivation_job,건강·웰니스·돌봄 motivation_job,category,"[""예방"",""증상 완화"",""자립 유지"",""돌봄 부담 완화""]",inferred_hypothesis,contextual_only,true
DOM-18-FEAT-14,DOM-18,DOM-18-DIM-14,health_wellness_care.barrier_risk_trust,건강·웰니스·돌봄 barrier_risk_trust,category,"[""의료정보 신뢰"",""비용"",""접근성"",""민감정보 우려""]",inferred_hypothesis,contextual_only,true
DOM-18-FEAT-15,DOM-18,DOM-18-DIM-15,health_wellness_care.loyalty_switching,건강·웰니스·돌봄 loyalty_switching,category,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",observable_or_declared,proxy_targetable,true
DOM-18-FEAT-16,DOM-18,DOM-18-DIM-16,health_wellness_care.spending_value,건강·웰니스·돌봄 spending_value,category,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",observable_or_declared,proxy_targetable,true
DOM-18-FEAT-17,DOM-18,,health_wellness_care.recency,건강·웰니스·돌봄 최근 이용 시점,category,"[""7일 이내"",""30일 이내"",""12개월 이내"",""12개월 초과""]",derived,contextual_only,true
DOM-18-FEAT-18,DOM-18,,health_wellness_care.lifecycle_stage,건강·웰니스·돌봄 도메인 생애주기,category,"[""잠재"",""신규"",""활성"",""휴면·이탈""]",derived,contextual_only,true
DOM-18-FEAT-19,DOM-18,,health_wellness_care.need_state,건강·웰니스·돌봄 미충족 필요 상태,category,"[""충족"",""부분 충족"",""대안 탐색"",""접근 불가""]",derived,contextual_only,true
DOM-18-FEAT-20,DOM-18,,health_wellness_care.evidence_strength,건강·웰니스·돌봄 근거 강도,category,"[""직접 관측"",""공식 사전분포"",""합성 프록시"",""탐색적 가설""]",derived,contextual_only,true
DOM-19-FEAT-01,DOM-19,DOM-19-DIM-01,finance_insurance.object,금융·보험 object,category,"[""저축·예금"",""투자"",""신용·대출"",""보험·보장""]",observable_or_declared,proxy_targetable,true
DOM-19-FEAT-02,DOM-19,DOM-19-DIM-02,finance_insurance.format,금융·보험 format,category,"[""정기 관리"",""목표 기반"",""상담"",""자동화""]",observable_or_declared,proxy_targetable,true
DOM-19-FEAT-03,DOM-19,DOM-19-DIM-03,finance_insurance.occasion,금융·보험 occasion,category,"[""급여일"",""목돈 계획"",""위험 사건"",""생애 전환""]",observable_or_declared,proxy_targetable,true
DOM-19-FEAT-04,DOM-19,DOM-19-DIM-04,finance_insurance.location,금융·보험 location,category,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",observable_or_declared,proxy_targetable,true
DOM-19-FEAT-05,DOM-19,DOM-19-DIM-05,finance_insurance.frequency_intensity,금융·보험 frequency_intensity,category,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",observable_or_declared,proxy_targetable,true
DOM-19-FEAT-06,DOM-19,DOM-19-DIM-06,finance_insurance.discovery,금융·보험 discovery,category,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",observable_or_declared,proxy_targetable,true
DOM-19-FEAT-07,DOM-19,DOM-19-DIM-07,finance_insurance.acquisition_access,금융·보험 acquisition_access,category,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",observable_or_declared,proxy_targetable,true
DOM-19-FEAT-08,DOM-19,DOM-19-DIM-08,finance_insurance.consumption_mode,금융·보험 consumption_mode,category,"[""개인 결정"",""가구 공동결정"",""전문가 자문"",""디지털 자기관리""]",observable_or_declared,proxy_targetable,true
DOM-19-FEAT-09,DOM-19,DOM-19-DIM-09,finance_insurance.device_channel_platform,금융·보험 device_channel_platform,category,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",observable_or_declared,proxy_targetable,true
DOM-19-FEAT-10,DOM-19,DOM-19-DIM-10,finance_insurance.payment_monetization,금융·보험 payment_monetization,category,"[""수수료 없음"",""정액 수수료"",""거래 수수료"",""보험료·이자""]",observable_or_declared,proxy_targetable,true
DOM-19-FEAT-11,DOM-19,DOM-19-DIM-11,finance_insurance.decision_unit,금융·보험 decision_unit,category,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",observable_or_declared,proxy_targetable,true
DOM-19-FEAT-12,DOM-19,DOM-19-DIM-12,finance_insurance.engagement_participation,금융·보험 engagement_participation,category,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",observable_or_declared,proxy_targetable,true
