behavior_template_id,domain_id,behavior_code,name_ko,definition,rule_json,targetability_class,evidence_status
DOM-18-BEH-08,DOM-18,health_wellness_care.behavior_08,건강·웰니스·돌봄 가격·혜택 전환,loyalty_switching에서 '가격·혜택 전환' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""health_wellness_care.loyalty_switching"",""op"":""eq"",""value"":""가격·혜택 전환""}",proxy_targetable,template_not_population_estimate
DOM-18-BEH-09,DOM-18,health_wellness_care.behavior_09,건강·웰니스·돌봄 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""health_wellness_care.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-18-BEH-10,DOM-18,health_wellness_care.behavior_10,건강·웰니스·돌봄 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""health_wellness_care.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
DOM-19-BEH-01,DOM-19,finance_insurance.behavior_01,금융·보험 반복 핵심 이용,frequency_intensity에서 '거의 매일' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""finance_insurance.frequency_intensity"",""op"":""eq"",""value"":""거의 매일""}",proxy_targetable,template_not_population_estimate
DOM-19-BEH-02,DOM-19,finance_insurance.behavior_02,금융·보험 주간 정기 이용,frequency_intensity에서 '주 1–4회' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""finance_insurance.frequency_intensity"",""op"":""eq"",""value"":""주 1–4회""}",proxy_targetable,template_not_population_estimate
DOM-19-BEH-03,DOM-19,finance_insurance.behavior_03,금융·보험 직접 검색 탐색,discovery에서 '직접 검색' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""finance_insurance.discovery"",""op"":""eq"",""value"":""직접 검색""}",proxy_targetable,template_not_population_estimate
DOM-19-BEH-04,DOM-19,finance_insurance.behavior_04,금융·보험 추천 기반 발견,discovery에서 '알고리즘 추천' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""finance_insurance.discovery"",""op"":""eq"",""value"":""알고리즘 추천""}",proxy_targetable,template_not_population_estimate
DOM-19-BEH-05,DOM-19,finance_insurance.behavior_05,금융·보험 가족·동료 공동결정,decision_unit에서 '가구 공동' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""finance_insurance.decision_unit"",""op"":""eq"",""value"":""가구 공동""}",proxy_targetable,template_not_population_estimate
DOM-19-BEH-06,DOM-19,finance_insurance.behavior_06,금융·보험 플랫폼 중개 접근,acquisition_access에서 '플랫폼 중개' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""finance_insurance.acquisition_access"",""op"":""eq"",""value"":""플랫폼 중개""}",proxy_targetable,template_not_population_estimate
DOM-19-BEH-07,DOM-19,finance_insurance.behavior_07,금융·보험 평가·공유 참여,engagement_participation에서 '평가·공유' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""finance_insurance.engagement_participation"",""op"":""eq"",""value"":""평가·공유""}",proxy_targetable,template_not_population_estimate
DOM-19-BEH-08,DOM-19,finance_insurance.behavior_08,금융·보험 가격·혜택 전환,loyalty_switching에서 '가격·혜택 전환' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""finance_insurance.loyalty_switching"",""op"":""eq"",""value"":""가격·혜택 전환""}",proxy_targetable,template_not_population_estimate
DOM-19-BEH-09,DOM-19,finance_insurance.behavior_09,금융·보험 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""finance_insurance.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-19-BEH-10,DOM-19,finance_insurance.behavior_10,금융·보험 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""finance_insurance.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
DOM-20-BEH-01,DOM-20,senior_retirement_care.behavior_01,시니어·은퇴·돌봄 반복 핵심 이용,frequency_intensity에서 '거의 매일' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""senior_retirement_care.frequency_intensity"",""op"":""eq"",""value"":""거의 매일""}",proxy_targetable,template_not_population_estimate
DOM-20-BEH-02,DOM-20,senior_retirement_care.behavior_02,시니어·은퇴·돌봄 주간 정기 이용,frequency_intensity에서 '주 1–4회' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""senior_retirement_care.frequency_intensity"",""op"":""eq"",""value"":""주 1–4회""}",proxy_targetable,template_not_population_estimate
DOM-20-BEH-03,DOM-20,senior_retirement_care.behavior_03,시니어·은퇴·돌봄 직접 검색 탐색,discovery에서 '직접 검색' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""senior_retirement_care.discovery"",""op"":""eq"",""value"":""직접 검색""}",proxy_targetable,template_not_population_estimate
DOM-20-BEH-04,DOM-20,senior_retirement_care.behavior_04,시니어·은퇴·돌봄 추천 기반 발견,discovery에서 '알고리즘 추천' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""senior_retirement_care.discovery"",""op"":""eq"",""value"":""알고리즘 추천""}",proxy_targetable,template_not_population_estimate
DOM-20-BEH-05,DOM-20,senior_retirement_care.behavior_05,시니어·은퇴·돌봄 가족·동료 공동결정,decision_unit에서 '가구 공동' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""senior_retirement_care.decision_unit"",""op"":""eq"",""value"":""가구 공동""}",proxy_targetable,template_not_population_estimate
DOM-20-BEH-06,DOM-20,senior_retirement_care.behavior_06,시니어·은퇴·돌봄 플랫폼 중개 접근,acquisition_access에서 '플랫폼 중개' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""senior_retirement_care.acquisition_access"",""op"":""eq"",""value"":""플랫폼 중개""}",proxy_targetable,template_not_population_estimate
DOM-20-BEH-07,DOM-20,senior_retirement_care.behavior_07,시니어·은퇴·돌봄 평가·공유 참여,engagement_participation에서 '평가·공유' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""senior_retirement_care.engagement_participation"",""op"":""eq"",""value"":""평가·공유""}",proxy_targetable,template_not_population_estimate
DOM-20-BEH-08,DOM-20,senior_retirement_care.behavior_08,시니어·은퇴·돌봄 가격·혜택 전환,loyalty_switching에서 '가격·혜택 전환' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""senior_retirement_care.loyalty_switching"",""op"":""eq"",""value"":""가격·혜택 전환""}",proxy_targetable,template_not_population_estimate
DOM-20-BEH-09,DOM-20,senior_retirement_care.behavior_09,시니어·은퇴·돌봄 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""senior_retirement_care.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-20-BEH-10,DOM-20,senior_retirement_care.behavior_10,시니어·은퇴·돌봄 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""senior_retirement_care.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
DOM-21-BEH-01,DOM-21,digital_devices_ai.behavior_01,디지털기기·AI 반복 핵심 이용,frequency_intensity에서 '거의 매일' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""digital_devices_ai.frequency_intensity"",""op"":""eq"",""value"":""거의 매일""}",proxy_targetable,template_not_population_estimate
DOM-21-BEH-02,DOM-21,digital_devices_ai.behavior_02,디지털기기·AI 주간 정기 이용,frequency_intensity에서 '주 1–4회' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""digital_devices_ai.frequency_intensity"",""op"":""eq"",""value"":""주 1–4회""}",proxy_targetable,template_not_population_estimate
DOM-21-BEH-03,DOM-21,digital_devices_ai.behavior_03,디지털기기·AI 직접 검색 탐색,discovery에서 '직접 검색' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""digital_devices_ai.discovery"",""op"":""eq"",""value"":""직접 검색""}",proxy_targetable,template_not_population_estimate
DOM-21-BEH-04,DOM-21,digital_devices_ai.behavior_04,디지털기기·AI 추천 기반 발견,discovery에서 '알고리즘 추천' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""digital_devices_ai.discovery"",""op"":""eq"",""value"":""알고리즘 추천""}",proxy_targetable,template_not_population_estimate
DOM-21-BEH-05,DOM-21,digital_devices_ai.behavior_05,디지털기기·AI 가족·동료 공동결정,decision_unit에서 '가구 공동' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""digital_devices_ai.decision_unit"",""op"":""eq"",""value"":""가구 공동""}",proxy_targetable,template_not_population_estimate
DOM-21-BEH-06,DOM-21,digital_devices_ai.behavior_06,디지털기기·AI 플랫폼 중개 접근,acquisition_access에서 '플랫폼 중개' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""digital_devices_ai.acquisition_access"",""op"":""eq"",""value"":""플랫폼 중개""}",proxy_targetable,template_not_population_estimate
DOM-21-BEH-07,DOM-21,digital_devices_ai.behavior_07,디지털기기·AI 평가·공유 참여,engagement_participation에서 '평가·공유' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""digital_devices_ai.engagement_participation"",""op"":""eq"",""value"":""평가·공유""}",proxy_targetable,template_not_population_estimate
DOM-21-BEH-08,DOM-21,digital_devices_ai.behavior_08,디지털기기·AI 가격·혜택 전환,loyalty_switching에서 '가격·혜택 전환' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""digital_devices_ai.loyalty_switching"",""op"":""eq"",""value"":""가격·혜택 전환""}",proxy_targetable,template_not_population_estimate
DOM-21-BEH-09,DOM-21,digital_devices_ai.behavior_09,디지털기기·AI 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""digital_devices_ai.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-21-BEH-10,DOM-21,digital_devices_ai.behavior_10,디지털기기·AI 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""digital_devices_ai.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
DOM-22-BEH-01,DOM-22,social_creator.behavior_01,소셜·크리에이터 반복 핵심 이용,frequency_intensity에서 '거의 매일' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""social_creator.frequency_intensity"",""op"":""eq"",""value"":""거의 매일""}",proxy_targetable,template_not_population_estimate
DOM-22-BEH-02,DOM-22,social_creator.behavior_02,소셜·크리에이터 주간 정기 이용,frequency_intensity에서 '주 1–4회' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""social_creator.frequency_intensity"",""op"":""eq"",""value"":""주 1–4회""}",proxy_targetable,template_not_population_estimate
DOM-22-BEH-03,DOM-22,social_creator.behavior_03,소셜·크리에이터 직접 검색 탐색,discovery에서 '직접 검색' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""social_creator.discovery"",""op"":""eq"",""value"":""직접 검색""}",proxy_targetable,template_not_population_estimate
DOM-22-BEH-04,DOM-22,social_creator.behavior_04,소셜·크리에이터 추천 기반 발견,discovery에서 '알고리즘 추천' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""social_creator.discovery"",""op"":""eq"",""value"":""알고리즘 추천""}",proxy_targetable,template_not_population_estimate
DOM-22-BEH-05,DOM-22,social_creator.behavior_05,소셜·크리에이터 가족·동료 공동결정,decision_unit에서 '가구 공동' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""social_creator.decision_unit"",""op"":""eq"",""value"":""가구 공동""}",proxy_targetable,template_not_population_estimate
DOM-22-BEH-06,DOM-22,social_creator.behavior_06,소셜·크리에이터 플랫폼 중개 접근,acquisition_access에서 '플랫폼 중개' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""social_creator.acquisition_access"",""op"":""eq"",""value"":""플랫폼 중개""}",proxy_targetable,template_not_population_estimate
DOM-22-BEH-07,DOM-22,social_creator.behavior_07,소셜·크리에이터 평가·공유 참여,engagement_participation에서 '평가·공유' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""social_creator.engagement_participation"",""op"":""eq"",""value"":""평가·공유""}",proxy_targetable,template_not_population_estimate
DOM-22-BEH-08,DOM-22,social_creator.behavior_08,소셜·크리에이터 가격·혜택 전환,loyalty_switching에서 '가격·혜택 전환' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""social_creator.loyalty_switching"",""op"":""eq"",""value"":""가격·혜택 전환""}",proxy_targetable,template_not_population_estimate
DOM-22-BEH-09,DOM-22,social_creator.behavior_09,소셜·크리에이터 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""social_creator.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-22-BEH-10,DOM-22,social_creator.behavior_10,소셜·크리에이터 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""social_creator.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
DOM-23-BEH-01,DOM-23,career_professional.behavior_01,경력·전문활동 반복 핵심 이용,frequency_intensity에서 '거의 매일' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""career_professional.frequency_intensity"",""op"":""eq"",""value"":""거의 매일""}",proxy_targetable,template_not_population_estimate
DOM-23-BEH-02,DOM-23,career_professional.behavior_02,경력·전문활동 주간 정기 이용,frequency_intensity에서 '주 1–4회' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""career_professional.frequency_intensity"",""op"":""eq"",""value"":""주 1–4회""}",proxy_targetable,template_not_population_estimate
DOM-23-BEH-03,DOM-23,career_professional.behavior_03,경력·전문활동 직접 검색 탐색,discovery에서 '직접 검색' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""career_professional.discovery"",""op"":""eq"",""value"":""직접 검색""}",proxy_targetable,template_not_population_estimate
DOM-23-BEH-04,DOM-23,career_professional.behavior_04,경력·전문활동 추천 기반 발견,discovery에서 '알고리즘 추천' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""career_professional.discovery"",""op"":""eq"",""value"":""알고리즘 추천""}",proxy_targetable,template_not_population_estimate
DOM-23-BEH-05,DOM-23,career_professional.behavior_05,경력·전문활동 가족·동료 공동결정,decision_unit에서 '가구 공동' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""career_professional.decision_unit"",""op"":""eq"",""value"":""가구 공동""}",proxy_targetable,template_not_population_estimate
DOM-23-BEH-06,DOM-23,career_professional.behavior_06,경력·전문활동 플랫폼 중개 접근,acquisition_access에서 '플랫폼 중개' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""career_professional.acquisition_access"",""op"":""eq"",""value"":""플랫폼 중개""}",proxy_targetable,template_not_population_estimate
DOM-23-BEH-07,DOM-23,career_professional.behavior_07,경력·전문활동 평가·공유 참여,engagement_participation에서 '평가·공유' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""career_professional.engagement_participation"",""op"":""eq"",""value"":""평가·공유""}",proxy_targetable,template_not_population_estimate
DOM-23-BEH-08,DOM-23,career_professional.behavior_08,경력·전문활동 가격·혜택 전환,loyalty_switching에서 '가격·혜택 전환' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""career_professional.loyalty_switching"",""op"":""eq"",""value"":""가격·혜택 전환""}",proxy_targetable,template_not_population_estimate
DOM-23-BEH-09,DOM-23,career_professional.behavior_09,경력·전문활동 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""career_professional.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-23-BEH-10,DOM-23,career_professional.behavior_10,경력·전문활동 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""career_professional.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
DOM-24-BEH-01,DOM-24,small_business_digital.behavior_01,소상공인·디지털 운영 반복 핵심 이용,frequency_intensity에서 '거의 매일' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""small_business_digital.frequency_intensity"",""op"":""eq"",""value"":""거의 매일""}",proxy_targetable,template_not_population_estimate
DOM-24-BEH-02,DOM-24,small_business_digital.behavior_02,소상공인·디지털 운영 주간 정기 이용,frequency_intensity에서 '주 1–4회' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""small_business_digital.frequency_intensity"",""op"":""eq"",""value"":""주 1–4회""}",proxy_targetable,template_not_population_estimate
DOM-24-BEH-03,DOM-24,small_business_digital.behavior_03,소상공인·디지털 운영 직접 검색 탐색,discovery에서 '직접 검색' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""small_business_digital.discovery"",""op"":""eq"",""value"":""직접 검색""}",proxy_targetable,template_not_population_estimate
DOM-24-BEH-04,DOM-24,small_business_digital.behavior_04,소상공인·디지털 운영 추천 기반 발견,discovery에서 '알고리즘 추천' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""small_business_digital.discovery"",""op"":""eq"",""value"":""알고리즘 추천""}",proxy_targetable,template_not_population_estimate
DOM-24-BEH-05,DOM-24,small_business_digital.behavior_05,소상공인·디지털 운영 가족·동료 공동결정,decision_unit에서 '가구 공동' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""small_business_digital.decision_unit"",""op"":""eq"",""value"":""가구 공동""}",proxy_targetable,template_not_population_estimate
DOM-24-BEH-06,DOM-24,small_business_digital.behavior_06,소상공인·디지털 운영 플랫폼 중개 접근,acquisition_access에서 '플랫폼 중개' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""small_business_digital.acquisition_access"",""op"":""eq"",""value"":""플랫폼 중개""}",proxy_targetable,template_not_population_estimate
DOM-24-BEH-07,DOM-24,small_business_digital.behavior_07,소상공인·디지털 운영 평가·공유 참여,engagement_participation에서 '평가·공유' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""small_business_digital.engagement_participation"",""op"":""eq"",""value"":""평가·공유""}",proxy_targetable,template_not_population_estimate
DOM-24-BEH-08,DOM-24,small_business_digital.behavior_08,소상공인·디지털 운영 가격·혜택 전환,loyalty_switching에서 '가격·혜택 전환' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""small_business_digital.loyalty_switching"",""op"":""eq"",""value"":""가격·혜택 전환""}",proxy_targetable,template_not_population_estimate
DOM-24-BEH-09,DOM-24,small_business_digital.behavior_09,소상공인·디지털 운영 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""small_business_digital.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-24-BEH-10,DOM-24,small_business_digital.behavior_10,소상공인·디지털 운영 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""small_business_digital.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
